pais,codigo,indicador,codigo_indicador,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Perú,PER,"Relación empleo y población, edades entre 15 y 24 años, total (%) (estimación modelado OIT)",SL.EMP.1524.SP.ZS,63.78099823,62.23099899,62.23300171,61.42100143,59.28900146,56.3030014,54.47600174,56.13299942,56.2140007,56.47700119
Perú,PER,"Relación entre empleo y población, entre 15 y 24 años, total (%) (estimación nacional)",SL.EMP.1524.SP.NE.ZS,63.06140137,61.45470047,61.41630173,60.41429901,58.49950027,55.56740189,53.90370178,55.56650162,46.10570145,
Perú,PER,"Relación empleo y población, edades entre 15 y 24 años, varones (%) (estimación modelado OIT)",SL.EMP.1524.SP.MA.ZS,67.97000122,66.95899963,67.3710022,65.52500153,63.96099854,60.46500015,58.36500168,60.00899887,59.48799896,60.46699905
Perú,PER,"Relación entre empleo y población, entre 15 y 24 años, varones (%) (estimación nacional)",SL.EMP.1524.SP.MA.NE.ZS,67.42140198,66.21369934,66.58580017,64.57550049,62.9978981,59.61320114,57.59080124,59.17890167,47.76480103,
Perú,PER,"Relación entre empleo y población, edades entre 15 y 24 años, mujeres (%) (estimación modelado OIT)",SL.EMP.1524.SP.FE.ZS,59.20700073,57.09600067,56.6969986,57.04000092,54.34199905,51.92300034,50.50699997,52.30500031,53.08599854,52.7820015
Perú,PER,"Relación entre empleo y población, entre 15 y 24 años, mujeres (%) (estimación nacional)",SL.EMP.1524.SP.FE.NE.ZS,58.58190155,56.50460052,56.01739883,56.07220078,53.77109909,51.35499954,50.09640121,51.83509827,44.53269958,
Perú,PER,Empleos en agricultura (% del total de empleos),SL.AGR.EMPL.ZS,27.72999954,28.27700043,27.43700027,27.41399956,28.03300095,28.26199913,28.375,27.69300079,27.43099976,27.38599968
Perú,PER,"Empleados en agricultura, hombres (% del empleo masculino)",SL.AGR.EMPL.MA.ZS,28.68199921,29.65299988,28.53000069,28.31200027,29.04000092,29.26099968,29.2159996,29.06299973,28.73399925,28.69000053
Perú,PER,"Empleados en agricultura, mujeres (% del empleo femenino)",SL.AGR.EMPL.FE.ZS,26.61700058,26.65999985,26.14800072,26.35700035,26.84700012,27.07299995,27.37999916,26.06800079,25.88800049,25.83600044
Perú,PER,Costo promedio por transacción de envío de remesas a un país específico (%),SI.RMT.COST.IB.ZS,,4.994088021,5.856370252,5.8,5.011910274,6.03392943,5.024791272,4.629111111,,
Perú,PER,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,12.5,11.6,10.6,10,9.4,9.1,9,8.9,7.8,
Perú,PER,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population),SI.POV.UMIC,31.2,29.3,26.7,26,25.1,24.2,24.3,23.9,22.1,
Perú,PER,"Tasa de incidencia de la pobreza, sobre la base de la línea de pobreza nacional (% de la población)",SI.POV.NAHC,30.8,27.8,25.8,23.9,22.7,21.8,20.7,21.7,20.5,
Perú,PER,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,5,4.6,4.3,3.8,3.4,3.4,3.2,3.2,2.6,
Perú,PER,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),SI.POV.LMIC,14.8,13.3,12.2,11.4,10.6,10.3,10,9.8,8.3,
Perú,PER,Índice de Gini,SI.POV.GINI,45.5,44.7,44.4,43.9,43.2,43.4,43.6,43.3,42.8,
Perú,PER,"Brecha de pobreza a $1,90 por día (2011 PPA) (%)",SI.POV.GAPS,1.5,1.4,1.4,1.2,1,1,0.9,0.9,0.7,
Perú,PER,"Tasa de incidencia de la pobreza, sobre la base de $1,90 por día (2011 PPA) (% de la población)",SI.POV.DDAY,5.5,5.2,4.7,4.3,3.7,3.6,3.5,3.4,2.6,
Perú,PER,Participación en el ingreso del 20% peor remunerado de la población,SI.DST.FRST.20,4.3,4.4,4.4,4.5,4.7,4.7,4.6,4.7,4.9,
Perú,PER,Participación en el ingreso del 10% peor remunerado de la población,SI.DST.FRST.10,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.8,
Perú,PER,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,21.6,21.7,21.5,21,20.5,19.5,20.6,20.1,19.4,
Perú,PER,Participación en el ingreso del 10% mejor remunerado de la población,SI.DST.10TH.10,34.2,33.5,33.3,32.7,32.2,32.6,32.6,32.3,32.1,
Perú,PER,Participación en el ingreso del 20% mejor remunerado de la población,SI.DST.05TH.20,50.3,49.5,49.3,48.9,48.3,48.7,48.8,48.4,48.3,
Perú,PER,Participación en el ingreso del cuarto quintilo (20%) de la población en orden decreciente de remuneraciones,SI.DST.04TH.20,21.8,22,22,22.1,22.2,21.8,22.1,22.2,22,
Perú,PER,Participación en el ingreso del tercer quintilo (20%) de la población en orden decreciente de remuneraciones,SI.DST.03RD.20,14.4,14.8,14.8,14.9,15,14.8,14.8,14.9,14.8,
Perú,PER,Participación en el ingreso del segundo quintilo (20%) de la población en orden decreciente de remuneraciones,SI.DST.02ND.20,9.2,9.4,9.5,9.6,9.8,9.9,9.7,9.7,9.9,
Perú,PER,"Domestic private health expenditure per capita, PPP (current international $)",SH.XPD.PVTD.PP.CD,216.6627655,223.4455566,242.3979645,243.0540924,240.0397186,241.1286011,248.2107391,248.0136261,,
Perú,PER,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,111.575592,123.4203415,138.822052,134.9811096,127.7063828,116.1127014,114.7646866,121.0774078,,
Perú,PER,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,46.61816788,46.48564911,45.63642502,43.41146088,39.14908218,37.84243393,37.025383,36.40649414,,
Perú,PER,"Out-of-pocket expenditure per capita, PPP (current international $)",SH.XPD.OOPC.PP.CD,183.4430847,190.2081146,205.7259064,198.8982239,192.8879242,188.7700195,193.5981293,192.0281525,,
Perú,PER,Out-of-pocket expenditure per capita (current US$),SH.XPD.OOPC.PC.CD,94.46833038,105.061615,117.8198395,110.4589615,102.6205902,90.90002441,89.51356506,93.74594879,,
Perú,PER,Out-of-pocket expenditure (% of current health expenditure),SH.XPD.OOPC.CH.ZS,39.47047293,39.57092762,38.73214722,35.52486002,31.45889938,29.62533832,28.87886465,28.18825841,,
Perú,PER,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,239.3008881,250.6672211,284.5054626,314.113739,371.3980713,394.5608826,420.7837524,431.5737305,,
Perú,PER,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,123.2336197,138.4562531,162.9371338,174.4443665,197.5919189,189.9962311,194.5569,210.6893463,,
Perú,PER,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,11.60000265,12.20638007,12.54016757,12.23727092,13.37643713,13.90668154,15.09686857,14.89787847,,
Perú,PER,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.432424203,2.411831543,2.547123656,2.637609839,3.027126193,3.112110123,3.178311139,3.164513409,,
Perú,PER,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,51.48909688,52.14884877,53.56402993,56.10329509,60.57286859,61.92190647,62.76795268,63.35170865,,
Perú,PER,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,8.796673775,6.563630581,4.246780872,2.716793776,1.704827785,1.501603007,1.385447979,1.64721632,,
Perú,PER,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,4.530054092,3.625426769,2.432144165,1.508782864,0.907005727,0.723079562,0.640586734,0.804152131,,
Perú,PER,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.892733388,1.365498733,0.799544156,0.485241693,0.278047519,0.235659746,0.206666091,0.241798698,,
Perú,PER,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,464.7603149,480.6764221,531.1502686,559.8846436,613.1426392,637.1911011,670.3798828,681.2345581,,
Perú,PER,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,239.3392792,265.5020447,304.1913147,310.9342651,326.2052917,306.8320007,309.9621887,332.5709229,,
Perú,PER,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.724153876,4.624898732,4.755287617,4.701345414,4.997495189,5.025862902,5.06358929,4.995150492,,
Perú,PER,Neonatos protegidos contra el tétanos (%),SH.VAC.TTNS.ZS,85,85,85,85,85,85,85,95,95,
Perú,PER,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,1.498664975,1.255991101,1.453668475,1.371873736,1.226767659,1.201718688,1.009939909,0.883341134,1.267414093,
Perú,PER,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,11.29574776,11.22573948,11.63124371,10.47124577,9.085238457,8.259142876,8.461776733,7.973513603,9.209532738,
Perú,PER,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,0.260146242,0.241222652,0.209106179,0.172179798,0.141754514,0.117395015,0.105904799,0.082868116,0.065433717,
Perú,PER,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP2.CG,0.832467973,0.771912456,0.669139743,0.550975323,0.453614444,0.375664055,0.338895351,0.265177965,0.209387898,
Perú,PER,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,0.245877385,0.28442964,0.258861452,0.11870788,0.118229188,0.059580255,0.087255277,0.0959194,0.023722703,
Perú,PER,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,0.060141306,0.053885601,0.042713374,0.029940737,0.022735836,0.015490357,0.013413066,0.013794435,0.006014482,
Perú,PER,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (USD),SH.UHC.NOP1.CG,0.114268482,0.102382645,0.081155412,0.056887399,0.04319809,0.029431678,0.025484826,0.026209427,0.011427516,
Perú,PER,Incidencia de tuberculosis (por cada 100.000 personas),SH.TBS.INCD,134,133,126,125,125,122,120,119,123,
Perú,PER,"Tasa de detección de casos de tuberculosis (%, todas las formas)",SH.TBS.DTEC.ZS,80,80,80,80,80,80,80,80,80,
Perú,PER,Tasa de éxito en el tratamiento de la tuberculosis (% de casos registrados),SH.TBS.CURE.ZS,68,74,67,79,87,87,86,86,,
Perú,PER,"Prevalencia de emaciación grave, peso en relación con estatura (% de niños menores de 5 años)",SH.SVR.WAST.ZS,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,
Perú,PER,"Prevalencia de emaciación grave, peso en relación con estatura, varones (% de niños menores de 5 años)",SH.SVR.WAST.MA.ZS,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,
Perú,PER,"Prevalencia de emaciación grave, peso en relación con estatura, mujeres (% de niños menores de 5 años)",SH.SVR.WAST.FE.ZS,0.1,0,0.1,0.1,0.1,0.1,0.1,0,0.1,
Perú,PER,Prevalencia de emaciación (% de menores de 5 años),SH.STA.WAST.ZS,0.7,0.4,0.6,0.4,0.6,0.6,0.6,0.5,0.5,
Perú,PER,"Prevalencia de desnutrición, varones (% de niños menores a 5)",SH.STA.WAST.MA.ZS,0.9,0.5,0.8,0.6,0.7,0.8,0.7,0.7,0.5,
Perú,PER,"Prevalencia de desnutrición, mujeres (% de niños menores a 5)",SH.STA.WAST.FE.ZS,0.5,0.2,0.5,0.3,0.5,0.4,0.5,0.4,0.4,
Perú,PER,"Prevalencia de desnutrición, altura para la edad (% de niños menores de cinco años)",SH.STA.STNT.ZS,23.3,19.5,18.4,17.7,14.8,14.7,13.1,12.9,12.2,
Perú,PER,"Prevalencia de desnutrición, altura para edad, varones (% de niños menores a 5)",SH.STA.STNT.MA.ZS,25.1,20.1,18.8,18.7,15.9,15.6,13.9,13.8,12.4,
Perú,PER,"Prevalencia de desnutrición, altura para edad, mujeres (% de niños menores a 5)",SH.STA.STNT.FE.ZS,21.5,19,17.9,16.6,13.7,13.7,12.2,12,11.9,
Perú,PER,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,28.77481812,30.68896218,32.63202313,34.60337491,36.60271581,38.62975672,40.68385297,42.7647232,,
Perú,PER,"People using safely managed sanitation services, urban (% of urban population)",SH.STA.SMSS.UR.ZS,34.85051597,37.13412438,39.43665924,41.75790155,44.0976323,46.45563248,48.8316831,51.22556514,,
Perú,PER,Prevalencia de sobrepeso (% de niños menores de cinco años),SH.STA.OWGH.ZS,8,8.8,7.2,8.4,8.8,8.2,7.7,8,8.6,
Perú,PER,"Prevalencia de obesidad, varones (% de niños menores a 5)",SH.STA.OWGH.MA.ZS,9.2,10.3,8.2,9.6,10,8.7,8.8,9,9.2,
Perú,PER,Prevalencia de obesidad mujeres (% de niños menores a 5),SH.STA.OWGH.FE.ZS,6.9,7.4,6.1,7.2,7.5,7.7,6.5,7.1,7.8,
Perú,PER,Personas que practican la defecación al aire libre (% de la población),SH.STA.ODFC.ZS,10.91315737,10.268384,9.629644515,8.99738536,8.371303215,7.751158154,7.13729999,6.529473689,,
Perú,PER,"Personas que practican la defecación al aire libre, sector urbano (% de la población urbana)",SH.STA.ODFC.UR.ZS,4.541433207,4.324561943,4.107690678,3.890819414,3.67394815,3.457076885,3.240205621,3.023334356,,
Perú,PER,"Personas que practican la defecación al aire libre, sector rural (% de la población rural)",SH.STA.ODFC.RU.ZS,31.57463051,29.74397557,27.91332063,26.08266569,24.25201074,22.4213558,20.59070086,18.76004591,,
Perú,PER,"Tasa de mortalidad materna (estimado mediante modelo, por cada 100.000 nacidos vivos)",SH.STA.MMRT,104,102,100,98,96,94,91,88,,
Perú,PER,"Prevalencia de desnutrición, peso para la edad (% de niños menores de cinco años)",SH.STA.MALN.ZS,4.3,4.2,3.4,3.6,3.2,3.4,3.2,3.2,2.6,
Perú,PER,"Prevalencia de desnutrición, peso para edad, varones (% de niños menores a 5)",SH.STA.MALN.MA.ZS,4.8,4.1,3.7,4.3,3.4,3.5,3.3,3.6,2.6,
Perú,PER,"Prevalencia de desnutrición, peso para edad, mujeres (% de niños menores a 5)",SH.STA.MALN.FE.ZS,3.9,4.3,3.2,3,3,3.2,3,2.8,2.7,
Perú,PER,Alimentación mediante lactancia exclusivamente (% de niños menores de seis meses),SH.STA.BFED.ZS,68.3,70.1,67.4,72.3,66.6,62.7,66,64.2,66.4,
Perú,PER,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,70.71920317,71.25870605,71.79114632,72.31593231,72.83343991,73.34397611,73.84703641,74.34295659,,
Perú,PER,"People using at least basic sanitation services, urban (% of urban population)",SH.STA.BASS.UR.ZS,78.65170681,78.78690198,78.92054104,79.052624,79.18315085,79.31212159,79.43953623,79.56539476,,
Perú,PER,"People using at least basic sanitation services, rural (% of rural population)",SH.STA.BASS.RU.ZS,44.99663096,46.59174384,48.18509169,49.77667452,51.36649233,52.95454511,54.54083287,56.1253556,,
Perú,PER,Riesgo de contraer gastos empobrecedores relacionados con la atención quirúrgica (% de personas en riesgo),SH.SGR.IRSK.ZS,15.2,13.3,12.6,10.7,9.8,9.9,9.6,9.1,,
Perú,PER,Riesgo de contraer gastos catastróficos relacionados con la atención quirúrgica (% de personas en riesgo),SH.SGR.CRSK.ZS,22.4,20,19.4,15.5,12.9,12.7,12,11.7,,
Perú,PER,Riesgo de mortalidad materna durante la vida (%),SH.MMR.RISK.ZS,0.277766193,0.266693311,0.255446216,0.245785549,0.237230907,0.230498319,0.218255796,0.208541272,,
Perú,PER,Riesgo de mortalidad materna a lo largo de la vida (1 en: la tasa varía según el país),SH.MMR.RISK,360,370,390,410,420,430,460,480,,
Perú,PER,Número de muertes maternas,SH.MMR.DTHS,620,600,580,560,550,540,520,500,,
Perú,PER,Incidencia de paludismo (por cada 1000 habitantes en riesgo),SH.MLR.INCD.P3,3.319805536,2.690468257,3.489213398,5.359031784,7.10217345,7.849095753,5.996424835,5.871873356,4.652540655,
Perú,PER,Enfermeras y parteras (por cada 1.000 personas),SH.MED.NUMW.P3,1.271,,1.5259,2.2121,2.0824,2.0661,2.1761,2.213,2.4398,
Perú,PER,Inmunización contra el sarampión (% de niños entre 12 y 23 meses de edad),SH.IMM.MEAS,94,96,94,85,89,92,88,83,85,
Perú,PER,Inmunización con vacuna DPT (% de niños entre 12 y 23 meses de edad),SH.IMM.IDPT,93,91,95,88,88,90,89,83,84,
Perú,PER,"Inmunización, HepB3 (% de niños de un año)",SH.IMM.HEPB,93,91,95,88,88,90,89,83,84,
Perú,PER,Cobertura de la terapia antirretroviral para la prevención de la transmisión de madre a hijo (% de mujeres embarazadas que viven con el VIH),SH.HIV.PMTC.ZS,41,60,69,69,69,65,67,69,85,
Perú,PER,Incidencia del VIH (% de la población no infectada de 15 a 49 años),SH.HIV.INCD.ZS,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,
Perú,PER,Adultos (de 15 años en adelante) y niños (de 0 a 14 años) recientemente infectados por el VIH,SH.HIV.INCD.TL,3500,3500,3500,3500,3500,3500,3500,3400,3300,
Perú,PER,Niños (de 0 a 14 años) recientemente infectados por el VIH,SH.HIV.INCD.14,200,500,500,200,200,200,200,200,200,
Perú,PER,Adultos (de 15 años en adelante) recientemente infectados por el VIH,SH.HIV.INCD,3300,3300,3300,3300,3300,3300,3300,3200,3200,
Perú,PER,Cobertura del tratamiento antirretroviral (% de las personas que viven con el VIH),SH.HIV.ARTC.ZS,31,32,40,40,46,50,57,64,73,
Perú,PER,"Prevalencia de VIH, varones (% entre 15 y 24 años de edad)",SH.HIV.1524.MA.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Perú,PER,"Prevalencia de VIH, mujeres (% entre 15 y 24 años de edad)",SH.HIV.1524.FE.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
Perú,PER,Niños (0-14) que viven con VIH,SH.HIV.0014,1900,1800,1800,1700,1700,1600,1600,1600,1600,
Perú,PER,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,48.47954862,48.75077718,49.02104317,49.28955703,49.55673013,49.82295676,50.08746163,50.35065162,,
Perú,PER,"People using safely managed drinking water services, urban (% of urban population)",SH.H2O.SMDW.UR.ZS,57.88204206,58.01833332,58.15462458,58.29091584,58.42720709,58.56349835,58.69978961,58.83608087,,
Perú,PER,"People using safely managed drinking water services, rural (% of rural population)",SH.H2O.SMDW.RU.ZS,17.99026465,18.38460717,18.77894969,19.17329221,19.56763473,19.96197725,20.35631977,20.75066229,,
Perú,PER,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,87.23427437,87.80448982,88.37021987,88.93096555,89.48704712,90.03872453,90.58556948,91.12787097,,
Perú,PER,"People using at least basic drinking water services, urban (% of urban population)",SH.H2O.BASW.UR.ZS,93.90413617,94.14404926,94.3840507,94.62414048,94.86431859,95.10458505,95.34493984,95.58538297,,
Perú,PER,"People using at least basic drinking water services, rural (% of rural population)",SH.H2O.BASW.RU.ZS,65.60604971,67.03222776,68.45789567,69.88305343,71.30770105,72.73183852,74.15546585,75.57858304,,
Perú,PER,Demanda de planificación familiar satisfecha por métodos modernos (% de mujeres casadas con demanda de planificación familiar),SH.FPL.SATM.ZS,59.6,60.1,61.1,61.80723,62.7,65.7,66.05839,66.58143,,
Perú,PER," Tasa de mortalidad, neonatal (por cada 1.000 nacidos vivos)",SH.DYN.NMRT,9.8,9.5,9.2,8.9,8.6,8.3,7.9,7.6,7.3,
Perú,PER,"Tasa de mortalidad, menores de 5 años (por cada 1.000)",SH.DYN.MORT,20.1,19.2,18.4,17.6,16.8,16.1,15.5,14.9,14.3,
Perú,PER,"Prevalencia de VIH, total (% de la población entre 15 y 24 años de edad)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,
Perú,PER,Mujeres adultas con VIH (% de la población mayores de 15 años con VIH),SH.DYN.AIDS.FE.ZS,22.1,22.3,22.4,22.6,22.8,22.9,23.2,23.3,23.4,
Perú,PER,Número de muertes de recién nacidos,SH.DTH.NMRT,5888,5612,5350,5114,4897,4697,4519,4358,4211,
Perú,PER,Número de muertes de menores de 5 años,SH.DTH.MORT,12169,11455,10798,10213,9685,9216,8813,8478,8171,
Perú,PER,Número de muertes infantiles,SH.DTH.IMRT,9404,8834,8318,7867,7468,7120,6823,6576,6346,
Perú,PER,Women Business and the Law Index Score (scale 1-100),SG.LAW.INDX,90,90,92.5,92.5,92.5,92.5,92.5,95,95,95
Perú,PER,Proporción de escaños ocupados por mujeres en los parlamentos nacionales (%),SG.GEN.PARL.ZS,27.5,21.5,21.5,21.5,22.3,22.3,27.7,27.7,27.7,30
Perú,PER,"Gasto público en educación, total (% del PIB)",SE.XPD.TOTL.GD.ZS,2.8673,2.6635,2.92276,3.29729,3.69242,3.9703,3.81294,3.93676,3.71993,
Perú,PER,"Gasto público en educación, total (% del gasto del gobierno)",SE.XPD.TOTL.GB.ZS,13.55558,13.55255,14.36907,15.22388,16.21989,17.57486,17.8701,18.23592,17.13195,
Perú,PER,Gasto en educación de nivel terciario (% del gasto público en educación),SE.XPD.TERT.ZS,13.82178,17.43478,18.05857,16.82477,14.22039,16.08268,16.97907,16.66902,15.77045,
Perú,PER,Porcentaje del gasto público en educación secundaria (% del gasto público en educación),SE.XPD.SECO.ZS,34.21539,31.40533,31.86791,28.486,30.71785,30.77965,32.52512,33.77806,34.22307,
Perú,PER,"Gasto por alumno, nivel secundario (% del PIB per cápita)",SE.XPD.SECO.PC.ZS,10.64755,9.16381,10.52528,10.23723,12.77849,13.8863,13.93289,15.06599,14.64931,
Perú,PER,Porcentaje del gasto público en educación primaria (% del gasto público en educación),SE.XPD.PRIM.ZS,39.86038,38.83053,36.6123,39.69055,38.47043,36.48986,34.8408,33.48605,33.88491,
Perú,PER,"Gasto por alumno, nivel primario (% del PIB per cápita)",SE.XPD.PRIM.PC.ZS,8.81718,8.24434,9.07666,10.99138,12.22761,12.56451,11.48576,11.69517,11.22288,
Perú,PER,"Gasto corriente en educación, total (% del gasto total en instituciones públicas)",SE.XPD.CTOT.ZS,79.07776,79.55277,75.55739,77.39367,79.52029,77.82533,81.77664,81.92341,83.17677,
Perú,PER,"Gasto corriente en educación, nivel terciario (% del gasto total en instituciones de educación de nivel terciario)",SE.XPD.CTER.ZS,82.17287,83.12033,83.53817,83.49435,80.60966,85.34221,86.51211,82.35708,81.29293,
Perú,PER,"Gasto corriente en educación, nivel secundario (% del gasto total en instituciones de educación de nivel secundario)",SE.XPD.CSEC.ZS,76.96528,79.95866,72.84891,74.9827,77.87904,74.79396,79.16667,82.48561,85.07137,
Perú,PER,"Gasto corriente en educación, nivel primario (% del gasto total en instituciones de educación de nivel primario)",SE.XPD.CPRM.ZS,80.58884,78.2355,75.77165,78.41267,81.70197,80.95512,84.24724,84.25609,84.3325,
Perú,PER,"Educación de nivel secundario, maestros (% de mujeres)",SE.SEC.TCHR.FE.ZS,44.18936,44.01317,46.96474,43.89399,43.88685,44.72878,44.71851,44.74604,44.95037,
Perú,PER,"Educación de nivel secundario, maestras",SE.SEC.TCHR.FE,73912,70429,73203,77544,82538,85122,85843,85179,87998,
Perú,PER,"Educación de nivel secundario, maestros",SE.SEC.TCHR,167262,160018,155868,176662,188070,190307,191963,190361,195767,
Perú,PER,Transición a la escuela secundaria (%),SE.SEC.PROG.ZS,94.37639,90.85626,99.14629,94.46829,95.45288,94.94114,93.79209,95.42862,,
Perú,PER,"Transición a la escuela secundaria, varones (%)",SE.SEC.PROG.MA.ZS,95.72975,92.79903,99.9438,95.17065,96.14054,95.04318,93.81695,95.74209,,
Perú,PER,"Transición a la escuela secundaria, mujeres (%)",SE.SEC.PROG.FE.ZS,92.98795,88.85211,98.31446,93.74088,94.74466,94.83554,93.76628,95.10198,,
Perú,PER,"Inscripción escolar, nivel secundario, sector privado (% del total del nivel secundario)",SE.SEC.PRIV.ZS,24.09922,25.7331,,30.0136,30.05006,29.92608,29.4577,29.18178,26.99436,
Perú,PER,"Inscripción escolar, nivel secundario, varones (% neto)",SE.SEC.NENR.MA,76.0262,77.76211,75.36994,79.49385,79.0072,78.41994,83.01147,86.44261,90.92061,
Perú,PER,"Inscripción escolar, nivel secundario, mujeres (% neto)",SE.SEC.NENR.FE,79.51214,80.15817,75.26713,80.51175,80.06639,79.97777,82.59675,84.72109,87.71031,
Perú,PER,"Inscripción escolar, nivel secundario (% neto)",SE.SEC.NENR,77.70725,78.92787,75.31964,79.99309,79.52639,79.18143,82.80666,85.58522,89.30975,
Perú,PER,"Inscripción escolar, nivel secundario, varones (% bruto)",SE.SEC.ENRR.MA,91.12559,93.62487,94.37053,99.41973,97.71403,97.80034,103.26114,106.84043,109.27175,
Perú,PER,"Inscripción escolar, nivel secundario, mujeres (% bruto)",SE.SEC.ENRR.FE,93.50963,94.18896,91.92203,97.64595,96.30009,97.38666,100.63234,102.53039,103.63909,
Perú,PER,"Inscripción escolar, nivel secundario (% bruto)",SE.SEC.ENRR,92.27526,93.89932,93.17268,98.54976,97.02095,97.59813,101.96287,104.69385,106.44541,
Perú,PER,"Educación de nivel secundario, alumnos en programas vocacionales (% de mujeres)",SE.SEC.ENRL.VO.FE.ZS,56.05945,48.30229,48.96023,48.94285,54.01257,56.70836,54.65602,56.04787,58.39747,
Perú,PER,"Educación de nivel secundario, alumnos en programas vocacionales",SE.SEC.ENRL.VO,23550,31572,30680,44270,37719,37416,45221,48546,55088,
Perú,PER,"Proporción alumnos-maestro, nivel secundario",SE.SEC.ENRL.TC.ZS,15.99044,16.69359,16.75243,15.46321,14.20135,14.09055,14.33983,14.57939,14.20042,
Perú,PER,"Educación de nivel secundario, alumnos en programas de educación general (% de mujeres)",SE.SEC.ENRL.GC.FE.ZS,48.80502,48.80947,48.25696,48.59014,48.57664,48.66339,48.6434,48.64563,48.66198,
Perú,PER,"Educación de nivel secundario, alumnos en programas de educación general",SE.SEC.ENRL.GC,2651043,2639703,2580488,2687492,2633128,2644115,2707496,2726802,2724885,
Perú,PER,"Educación de nivel secundario, alumnos (% de mujeres)",SE.SEC.ENRL.FE.ZS,48.86889,48.80347,48.26522,48.59585,48.6534,48.77564,48.74217,48.77511,48.8549,
Perú,PER,"Educación de nivel secundario, alumnos",SE.SEC.ENRL,2674593,2671275,2611168,2731762,2670847,2681531,2752717,2775348,2779973,
Perú,PER,"Educación de nivel secundario, duración (años)",SE.SEC.DURS,5,5,5,5,5,5,5,5,5,5
Perú,PER,"Tasa de finalización del ciclo inferior de la educación secundaria, total (% del grupo etario pertinente)",SE.SEC.CMPT.LO.ZS,86.30237,85.7065,80.07784,87.35487,86.56666,87.44053,90.23062,93.56619,97.97501,
Perú,PER,"Tasa de finalización del ciclo inferior de la educación secundaria, varones (% del grupo etario pertinente)",SE.SEC.CMPT.LO.MA.ZS,83.91016,84.15934,79.7148,85.84198,85.31414,86.20258,89.94761,93.70993,98.75766,
Perú,PER,"Tasa de finalización del ciclo inferior de la educación secundaria, mujeres (% del grupo etario pertinente)",SE.SEC.CMPT.LO.FE.ZS,88.86994,87.33021,80.4536,88.91849,87.86914,88.73596,90.52178,93.42015,97.193,
Perú,PER,Edad de ingreso a la escuela secundaria (años),SE.SEC.AGES,12,12,12,12,12,12,12,12,12,12
Perú,PER,"Total de inscripciones, nivel primario (% neto)",SE.PRM.TENR,99.32155,99.18032,93.94488,96.36661,95.03941,96.4863,99.56785,98.88371,98.50107,
